DATE_TIME,DAILY_YIELD
2020-05-17 18:15:00,165077.624999
2020-05-17 18:30:00,165106.0
2020-05-17 18:45:00,165106.0
2020-05-17 19:00:00,165106.0
2020-05-17 19:15:00,165106.0
2020-05-17 19:30:00,165106.0
2020-05-17 19:45:00,165106.0
2020-05-17 20:00:00,165106.0
2020-05-17 20:15:00,165106.0
2020-05-17 20:30:00,165106.0
2020-05-17 20:45:00,165106.0
2020-05-17 21:00:00,165106.0
2020-05-17 21:15:00,165106.0
2020-05-17 21:30:00,165106.0
2020-05-17 21:45:00,165106.0
2020-05-17 22:00:00,165106.0
2020-05-17 22:15:00,165106.0
2020-05-17 22:30:00,165106.0
2020-05-17 22:45:00,165106.0
2020-05-17 23:00:00,165106.0
2020-05-17 23:15:00,165106.0
2020-05-17 23:30:00,165106.0
2020-05-17 23:45:00,155005.285714
2020-05-18 00:00:00,5682.25
2020-05-18 00:15:00,0.0
2020-05-18 00:30:00,0.0
2020-05-18 00:45:00,0.0
2020-05-18 01:00:00,0.0
2020-05-18 01:15:00,0.0
2020-05-18 01:30:00,0.0
2020-05-18 01:45:00,0.0
2020-05-18 02:00:00,0.0
2020-05-18 02:15:00,0.0
2020-05-18 02:30:00,0.0
2020-05-18 02:45:00,0.0
2020-05-18 03:00:00,0.0
2020-05-18 03:15:00,0.0
2020-05-18 03:30:00,0.0
2020-05-18 03:45:00,0.0
2020-05-18 04:00:00,0.0
2020-05-18 04:15:00,0.0
2020-05-18 04:30:00,0.0
2020-05-18 04:45:00,0.0
2020-05-18 05:00:00,0.0
2020-05-18 05:15:00,0.0
2020-05-18 05:30:00,0.0
2020-05-18 05:45:00,0.0
2020-05-18 06:00:00,7.339285716000001
2020-05-18 06:15:00,121.321428572
2020-05-18 06:30:00,414.73214286000007
2020-05-18 06:45:00,928.0357142800001
2020-05-18 07:00:00,1662.14285715
2020-05-18 07:15:00,2825.1785713
2020-05-18 07:30:00,4567.0892857
2020-05-18 07:45:00,5961.6785714
2020-05-18 08:00:00,6745.5357143
2020-05-18 08:15:00,7431.8928572
2020-05-18 08:30:00,8296.5178572
2020-05-18 08:45:00,9309.928571199998
2020-05-18 09:00:00,10340.0714286
2020-05-18 09:15:00,11258.0178569
2020-05-18 09:30:00,12132.7857143
2020-05-18 09:45:00,12910.2321429
2020-05-18 10:00:00,13802.6428572
2020-05-18 10:15:00,14833.357143000001
2020-05-18 10:30:00,16273.9285715
2020-05-18 10:45:00,18590.8392858
2020-05-18 11:00:00,21978.9999989
2020-05-18 11:15:00,25559.053573
2020-05-18 11:30:00,28933.196428000003
2020-05-18 11:45:00,31911.571428000007
2020-05-18 12:00:00,35695.571429999996
2020-05-18 12:15:00,40393.28571300001
2020-05-18 12:30:00,44868.625001
2020-05-18 12:45:00,49152.267858
2020-05-18 13:00:00,53766.767857
2020-05-18 13:15:00,58131.357143
2020-05-18 13:30:00,64046.482142
2020-05-18 13:45:00,70692.428572
2020-05-18 14:00:00,77105.910715
2020-05-18 14:15:00,80611.017857
2020-05-18 14:30:00,83774.67857300001
2020-05-18 14:45:00,87074.74999899999
2020-05-18 15:00:00,91101.035714
2020-05-18 15:15:00,95209.75
2020-05-18 15:30:00,99486.37499899999
2020-05-18 15:45:00,103413.803571
2020-05-18 16:00:00,106848.30356999999
2020-05-18 16:15:00,109641.28571199998
2020-05-18 16:30:00,111757.785715
2020-05-18 16:45:00,113552.196428
2020-05-18 17:00:00,114919.03571299999
2020-05-18 17:15:00,115976.446429
2020-05-18 17:30:00,116734.160715
2020-05-18 17:45:00,117235.767857
2020-05-18 18:00:00,117546.928571
2020-05-18 18:15:00,117703.964285
2020-05-18 18:30:00,117738.0
2020-05-18 18:45:00,117738.0
2020-05-18 19:00:00,117738.0
2020-05-18 19:15:00,117738.0
2020-05-18 19:30:00,117738.0
2020-05-18 19:45:00,117738.0
2020-05-18 20:00:00,117738.0
2020-05-18 20:15:00,117738.0
2020-05-18 20:30:00,117738.0
2020-05-18 20:45:00,117738.0
2020-05-18 21:00:00,117738.0
2020-05-18 21:15:00,117738.0
2020-05-18 21:30:00,117738.0
2020-05-18 21:45:00,117738.0
2020-05-18 22:00:00,117738.0
2020-05-18 22:15:00,117738.0
2020-05-18 22:30:00,117738.0
2020-05-18 22:45:00,117738.0
2020-05-18 23:00:00,117738.0
2020-05-18 23:15:00,117738.0
2020-05-18 23:30:00,117738.0
2020-05-18 23:45:00,108873.428571
2020-05-19 00:00:00,6570.7678572
2020-05-19 00:15:00,0.0
2020-05-19 00:30:00,0.0
2020-05-19 00:45:00,0.0
2020-05-19 01:00:00,0.0
2020-05-19 01:15:00,0.0
2020-05-19 01:30:00,0.0
2020-05-19 01:45:00,0.0
2020-05-19 02:00:00,0.0
2020-05-19 02:15:00,0.0
2020-05-19 02:30:00,0.0
2020-05-19 02:45:00,0.0
2020-05-19 03:00:00,0.0
2020-05-19 03:15:00,0.0
2020-05-19 03:30:00,0.0
2020-05-19 03:45:00,0.0
2020-05-19 04:00:00,0.0
2020-05-19 04:15:00,0.0
2020-05-19 04:30:00,0.0
2020-05-19 04:45:00,0.0
2020-05-19 05:00:00,0.0
2020-05-19 05:15:00,0.0
2020-05-19 05:30:00,0.0
2020-05-19 05:45:00,0.0
2020-05-19 06:00:00,0.0
2020-05-19 06:15:00,22.428571427999998
2020-05-19 06:30:00,96.232142857
2020-05-19 06:45:00,261.80357144000004
2020-05-19 07:00:00,1112.69642859
2020-05-19 07:15:00,2544.3214286
2020-05-19 07:30:00,3947.9642857999993
2020-05-19 07:45:00,5522.892857100001
2020-05-19 08:00:00,7020.6607142
2020-05-19 08:15:00,8069.5535715000005
2020-05-19 08:30:00,10129.696428700001
2020-05-19 08:45:00,12223.4107144
2020-05-19 09:00:00,14697.6249999
2020-05-19 09:15:00,17759.3750002
2020-05-19 09:30:00,21888.0357132
2020-05-19 09:45:00,26064.928571
2020-05-19 10:00:00,29516.178571999993
2020-05-19 10:15:00,33424.642858
2020-05-19 10:30:00,37729.25
2020-05-19 10:45:00,41701.49999900001
2020-05-19 11:00:00,46679.428572
2020-05-19 11:15:00,51717.732143
2020-05-19 11:30:00,53828.666665000004
2020-05-19 12:30:00,77034.5
2020-05-19 12:45:00,81256.0
2020-05-19 13:00:00,86065.85714400001
2020-05-19 13:15:00,91036.875
2020-05-19 13:30:00,94919.42857199999
2020-05-19 13:45:00,99854.625
2020-05-19 14:00:00,105016.00000100001
2020-05-19 14:15:00,110076.125
2020-05-19 14:30:00,115342.42856999999
2020-05-19 14:45:00,120675.178572
2020-05-19 15:00:00,125415.642858
2020-05-19 15:15:00,129092.392858
2020-05-19 15:30:00,132249.017859
2020-05-19 15:45:00,135511.250001
2020-05-19 16:00:00,138657.839285
2020-05-19 16:15:00,141950.55357
2020-05-19 16:30:00,118021.25
2020-05-19 16:45:00,119893.285715
2020-05-19 17:00:00,121317.5
2020-05-19 17:15:00,122296.99999899999
2020-05-19 17:30:00,122967.75
2020-05-19 17:45:00,123395.00000100001
2020-05-19 18:00:00,123475.0
2020-05-19 18:15:00,123475.0
2020-05-19 18:30:00,123475.0
2020-05-19 18:45:00,123475.0
2020-05-19 19:00:00,123475.0
2020-05-19 19:15:00,123475.0
2020-05-19 19:30:00,123475.0
2020-05-19 19:45:00,123475.0
2020-05-19 20:00:00,123475.0
2020-05-19 20:15:00,123475.0
2020-05-19 20:30:00,123475.0
2020-05-19 20:45:00,123475.0
2020-05-19 21:00:00,123475.0
2020-05-19 21:15:00,123475.0
2020-05-19 21:30:00,123475.0
2020-05-19 21:45:00,123475.0
2020-05-19 22:00:00,123475.0
2020-05-19 22:15:00,123475.0
2020-05-19 22:30:00,123475.0
2020-05-19 22:45:00,123475.0
2020-05-19 23:00:00,123475.0
2020-05-19 23:15:00,123475.0
2020-05-19 23:30:00,123475.0
2020-05-19 23:45:00,111820.428571
2020-05-20 00:00:00,5123.625
2020-05-20 00:15:00,0.0
2020-05-20 00:30:00,0.0
2020-05-20 00:45:00,0.0
2020-05-20 01:00:00,0.0
2020-05-20 01:15:00,0.0
2020-05-20 01:30:00,0.0
2020-05-20 01:45:00,0.0
2020-05-20 02:00:00,0.0
2020-05-20 02:15:00,0.0
2020-05-20 02:30:00,0.0
2020-05-20 02:45:00,0.0
2020-05-20 03:00:00,0.0
2020-05-20 03:15:00,0.0
2020-05-20 03:30:00,0.0
2020-05-20 03:45:00,0.0
2020-05-20 04:00:00,0.0
2020-05-20 04:15:00,0.0
2020-05-20 04:30:00,0.0
2020-05-20 04:45:00,0.0
2020-05-20 05:00:00,0.0
2020-05-20 05:15:00,0.0
2020-05-20 05:30:00,0.0
2020-05-20 05:45:00,0.0
2020-05-20 06:00:00,10.428571429999998
2020-05-20 06:15:00,148.303571428
2020-05-20 06:30:00,449.73214285100005
2020-05-20 06:45:00,889.55357143
2020-05-20 07:00:00,1551.89285714
2020-05-20 07:15:00,2670.7142857
2020-05-20 07:30:00,4263.714285999999
2020-05-20 07:45:00,6317.392857300001
2020-05-20 08:00:00,8863.9107143
2020-05-20 08:15:00,11877.6964286
2020-05-20 08:30:00,15299.2857144
2020-05-20 08:45:00,18960.6785715
2020-05-20 09:00:00,22907.857143
2020-05-20 09:15:00,27360.321428
2020-05-20 09:30:00,31927.946429000003
2020-05-20 09:45:00,36824.285713
2020-05-20 10:00:00,42210.035714
2020-05-20 10:15:00,47849.571429
2020-05-20 10:30:00,53822.732143
2020-05-20 10:45:00,59680.892858
2020-05-20 11:00:00,65758.589286
2020-05-20 11:15:00,72070.71428500001
2020-05-20 11:30:00,78597.017857
2020-05-20 11:45:00,85381.25
2020-05-20 12:00:00,91830.75
2020-05-20 12:15:00,98756.12499799998
2020-05-20 12:30:00,105581.803572
2020-05-20 12:45:00,112424.660714
2020-05-20 13:00:00,118893.464285
2020-05-20 13:15:00,124459.433332
2020-05-20 17:30:00,192204.0
2020-05-20 17:45:00,192708.214285
2020-05-20 18:00:00,193345.035714
2020-05-20 18:15:00,193660.357141
2020-05-20 18:30:00,193764.071429
2020-05-20 18:45:00,193770.0
2020-05-20 19:00:00,193770.0
